NOME,SIGLA,LOGRADOURO,BAIRRO,CIDADE,UF,CEP
"Tiro de Guerra de Araras","TG 02-053","PCA MARTINICO PRADO, 01","CENTRO","Araras","SP","13600000"
"Tiro de Guerra de Araxá","TG 04-001","RUA LUIZ VALE TEIXEIRA, S/N","ANA ANTONIA","Araxá","MG","38181000"
"Tiro de Guerra de Arcoverde","TG 07-003","RUA AUGUSTO CAVALCANTI, 282","CENTRO","Arcoverde","PE","56500000"
"Tiro de Guerra de Assis","TG 02-046","R CRUZ E SOUZA,  868","VILA XAVIER","Assis","SP","19800000"
"Tiro de Guerra de Assis Chateaubriand","TG 05-015","AV SÃO PAULO, S/N","JARDIM PROGRESSO","Assis Chateaubriand","PR","85935000"
"Tiro de Guerra de Avaré","TG 02-003","Travessa Cmt Pedro Luiz da Fonseca, 76","SANTA CRUZ","Avaré","SP","18700390"
"Tiro de Guerra de Bacabal","TG 10-017","AV FREDERICO LEDA S/N","CENTRO","Bacabal","MA","65700000"
"Tiro de Guerra de Bandeirantes","TG 05-013","AV EDELINA MENEGUEL RANDO, 251","IBG","Bandeirantes","PR","86360000"
"Tiro de Guerra de Bariri","TG 02-004","RUA JOSE BONIFACIO S/N","CENTRO","Bariri","SP","17250000"
"Tiro de Guerra de Barra Mansa","TG 01-016","RUA PREFEITO JOÃO CHIESSE FILHO, 312","CENTRO","Barra Mansa","RJ","27335640"
"Tiro de Guerra de Barretos","TG 02-005","AVENIDA 27, S/N","CRISTIANO DE CARVALHO","Barretos","SP","14783226"
"Tiro de Guerra de Batatais","TG 02-047","PRAÇA SANTO ANTONIO, 167","SANTO ANTONIO","Batatais","SP","14300000"
"Tiro de Guerra de Bauru","TG 02-054","R SILVIO MARCHIONE, 2-5","VILA UNIVERSATÁRIA","Bauru","SP","17100000"
"Tiro de Guerra de Bebedouro","TG 02-006","AV SERGIO SESSA STAMATO, S/N","CENTRO","Bebedouro","SP","14702000"
"Tiro de Guerra de Birigui","TG 02-008","R AFONSO PENA,  01","JARDIM SUMARÉ","Birigui","SP","16200120"
"Tiro de Guerra de Boca do Acre","TG 12-005","AV TAPAJOS, 5187","CENTRO","Boca do Acre","AM","78996000"
"Tiro de Guerra de Bom Despacho","TG 04-006","AV DAS PALMEIRAS,  493","CENTRO","Bom Despacho","MG","35600000"
"Tiro de Guerra de Bom Jesus do Itabapoana","TG 01-001","R PEDRO RODRIGUES DO CARMO, 01","CENTRO","Bom Jesus do Itabapoana","RJ","28360000"
"Tiro de Guerra de Botucatu","TG 02-048","AV MARIO BARBERIS, 480","JARDIM REFLORENDA","Botucatu","SP","18605230"
"Tiro de Guerra de Bragança","TG 08-002","AV POLIDORO COELHO S/N","TAIRA","Bragança","PA","68600000"
"Tiro de Guerra de Bragança Paulista","TG 02-009","RUA CEL DANIEL PELUSO, 97","MATADOURO","Bragança Paulista","SP","12910340"
"Tiro de Guerra de Breves","TG 08-004","RODOVIA BREVES/CORCOVADO, 342","CENTRO","Breves","PA","68800000"
"Tiro de Guerra de Brumado","TG 06-024","AV  ANA LIDIA VIANA CARDOSO n. 586","PARQUE ALVORADA","Brumado","BA","46100000"
"Tiro de Guerra de Brusque","TG 05-005","RUA FELIPE SCHMIDT, 455","CENTRO","Brusque","SC","88350000"
"Tiro de Guerra de Caçador","TG 05-006","RUA GEN SAMPAIO, 176","CENTRO","Caçador","SC","89500000"
"Tiro de Guerra de Cachoeira","TG 06-002","AV VIRGILIO REIS, S/N","CENTRO","Cachoeira","BA","44300000"
"Tiro de Guerra de Cachoeiro do Itapemerim","TG 01-012","AV PINHEIRO JUNIOR, 67","IBITIQUARA","Cachoeiro de Itapemirim","ES","29307300"
"Tiro de Guerra de Cajazeiras","TG 07-011","PRAÇA D. ADAUTO, 51","CENTRO","Cajazeiras","PB","58900000"
"Tiro de Guerra de Camaçari","TG 06-026","AV RADIAL  ""C ""  21","BOMBA","Camaçari","BA","42808010"
"Tiro de Guerra de Cambará","TG 05-001","RUA OTÁVIO BERDELLI, 925","CENTRO","Cambará","PR","86390000"
"Tiro de Guerra de Cametá","TG 08-001","AV EUCLYDES FIGUEIREDO, 489","CENTRO","Cametá","PA","68400000"
"Tiro de Guerra de Camocim","TG 10-001","RUA HUMAITA, 2735","SÃO PEDRO","Camocim","CE","62400000"
"Tiro de Guerra de Campo Belo","TG 04-008","RUA ARTUR BERNARDES","CENTRO","Campo Belo","MG","37270000"
"Tiro de Guerra de Campo Largo","TG 05-020","RUA ESTAÇÃO DE ENOLOGIA, 2006","PARQUE CAMBUÍ","Campo Largo","PR","83600410"
"Tiro de Guerra de Campo Mourão","TG 05-019","RUA JOSÉ THEODORO DE OLIVEIRA, 462","JARDIM FLÓRIDA","Campo Mourão","PR","87300070"
"Tiro de Guerra de Campo-Maior","TG 10-019","AV EDMAR PINTO, S/N","SAO LUIS","Campo-Maior","PI","64280000"
"Tiro de Guerra de Capivari","TG 02-011","RUA JOAO VAZ, 1160","CENTRO","Capivari","SP","13360000"
"Tiro de Guerra de Carangola","TG 04-002","PRAÇA PEDRO DE OLIVEIRA, 92","SANTA EMÍLIA","Carangola","MG","36800000"
"Tiro de Guerra de Caratinga","TG 04-003","RUA GALDINO PIRES, 350","CENTRO","Caratinga","MG","35300000"
"Tiro de Guerra de Carauari","TG 12-014","RUA C. JEREMIAS LUNARDELLI, 325",,"Carauari","AM","16680000"
"Tiro de Guerra de Caruaru","TG 07-014","AV BELMIRO PEREIRA S/N","CENTRO","Caruaru","PE","55000000"
"Tiro de Guerra de Casa Branca","TG 02-066","RUA CAPITÃO HORTA, 144","CENTRO","Casa Branca","SP","13700000"
"Tiro de Guerra de Castanhal","TG 08-005","PCA OLAVO BILAC S/N","CENTRO","Castanhal","PA","68745740"
"Tiro de Guerra de Castelo","TG 01-006","AV NOSSA SENHORA DA PENHA S/N","ESPLANADA","Castelo","ES","29360000"
"Tiro de Guerra de Cataguases","TG 04-033","R MANOEL INACIO PEIXOTO S/N","SAUDADE","Cataguases","MG","36770000"
"Tiro de Guerra de Catanduva","TG 02-012","RUA MATO GROSSO, 664","HIGIENOPÓLIS","Catanduva","SP","15800000"
"Tiro de Guerra de Catende","TG 07-012","PPRAÇA OLAVO BILAC S/N","CENTRO","Catende","PE","55400000"
"Tiro de Guerra de Caxias","TG 08-006","AV GENERAL SAMPAIO S/N","MORRO ALECRIM","Caxias","MA","65600000"
"Tiro de Guerra de Cianorte","TG 05-011","AV AMÉRICA, 1652","CIANORTINHO","Cianorte","PR","87200000"
"Tiro de Guerra de Codó","TG 08-007","RUA PARAÍBA, 540","SÃO BENEDITO","Codó","MA","65400000"
"Tiro de Guerra de Colatina","TG 01-007","RUA NOSSA SRA DAS GRAÇAS S/N","AEROPORTO","Colatina","ES","29700000"
"Tiro de Guerra de Colider","TG 09-003","RUA JOSÉ DE ALENCAR","BAIRRO DA TORRE","Colíder","MT","78500000"
"Tiro de Guerra de Colorado do Oeste","TG 12-001","AV TAPAJOS, 5187","SETOR ""B""","Colorado d' Oeste","RO","78996000"
"Tiro de Guerra de Conceição de Alagoas","TG 11-015",,,"Conceição das Alagoas","MG",
"Tiro de Guerra de Conselheiro Lafaiete","TG 04-032","RUA MAL DEODORO, 2","SANTA MATILDE","Conselheiro Lafaiete","MG","36400000"
"Tiro de Guerra de Cornélio Procópio","TG 05-002","RUA BENTO FERRAZ DE CAMPOS, 525","JARDIM BELA VISTA","Cornélio Procópio","PR","86300000"
"Tiro de Guerra de Crato","TG 10-004","RUA RUI BARBOSA S/N","CENTRO","Crato","CE","63100000"
"Tiro de Guerra de Cruz das Almas","TG 06-004","RUA HENRIQUE JOSÉ DE ANDRADE, 132","CENTRO","Cruz das Almas","BA","44380000"
"Tiro de Guerra de Cruzeiro","TG 02-079","RUA DR JOSE CARLOS CAPUTO, S/N","STANDAR","Cruzeiro","SP","12700000"
"Tiro de Guerra de Curvelo","TG 04-029","AV GENTIL DE MATOS, 200","TIMBIRA","Tomás Gonzaga (Curvelo)","MG","35790000"
"Tiro de Guerra de Diamantina","TG 04-005","PRAÇA VOLUNTARIOS DA PATRIA, 295","CENTRO","Diamantina","MG","39100000"
"Tiro de Guerra de Divinópolis","TG 04-019","RUA ROSA VITERBO GONTIJO, 218","INTERLAGOS","Divinópolis","MG","35500455"
"Tiro de Guerra de Dois Córregos","TG 02-056","R JOSÉ ALVES MIRA, 18","CENTRO","Dois Córregos","SP","17300000"
"Tiro de Guerra de Dracena","TG 02-082","AV PRESIDENTE VARGAS, 1822","VILA LUCELIA","Dracena","SP","17900000"
"Tiro de Guerra de Eirunepe","TG 12-004","AV TAPAJOS, 5187","CENTRO","Eirunepe","AM","78996000"
"Tiro de Guerra de Espírito Santo do Pinhal","TG 02-061","RUA PRUDENTE DE MORAES, 1","CENTRO","Espírito Santo do Pinhal","SP","13990000"
"Tiro de Guerra de Estância","TG 06-013","RUA MANOEL BONFIM, 805","ALECRIM","Estância","SE","49200000"
"Tiro de Guerra de Fernandópolis","TG 02-083","AV BENTO M DE MENDONCA S/N","CENTRO","Fernandópolis","SP","15600000"
"Tiro de Guerra de Formiga","TG 04-030","R EXPEDICIONÁRIO JORGE ALVARENGA, 307","CENTRO","Formiga","MG","35570000"
"Tiro de Guerra de Franca","TG 02-013","AV DISTRITO FEDERAL, 1010","CAPELINHA","Franca","SP","14401342"
"Tiro de Guerra de Frutal","TG 11-009","R AUGUSTO DE LIMA, 265","NOSSA S. DO CARMO","Frutal","MG","38200000"
"Tiro de Guerra de Garça","TG 02-014","RUA PROF EDSON JOSE PUGA, 260","JOSÉ RIBEIRO","Garça","SP","17400000"
"Tiro de Guerra de Governador Valadares","TG 04-007","AV  VENEZA,  999","GRÃ-DUQUESA","Governador Valadares","MG","35057730"
"Tiro de Guerra de Guacui","TG 01-013","RUA JOSE BEATO, 148","CENTRO","Guaçuí","ES","29560000"
"Tiro de Guerra de Guanhaes","TG 04-012",,,"Guanhães","MG","39740000"
"Tiro de Guerra de Guararapes","TG 02-073","RUA RUY BARBOSA, 651","SANTO ANTONIO","Guararapes","SP","16700000"
"Tiro de Guerra de Guarulhos","TG 02-084","R PAULO STEOLA S/N","VIA DUTRA, KM 395","Guarulhos","SP","07000000"
"Tiro de Guerra de Guaxupé","TG 04-010","AV DONA FLORIANA, 1083","CENTRO","Guaxupé","MG","37800000"
"Tiro de Guerra de Igarapava","TG 02-085","R SALDANHA MARINHO S/N","VILA MARILENE","Igarapava","SP","14540000"
"Tiro de Guerra de Iguatu","TG 10-013","RUA 25 DE MARÇO","AEROPORTO","Iguatu","CE","63500000"
"Tiro de Guerra de Ilhéus","TG 06-018","RUA ROTARY S/N","CIDADE NOVA","Ilhéus","BA","45652020"
"Tiro de Guerra de Ipiau","TG 06-021",,,"Ipiaú","BA",
"Tiro de Guerra de Iporá","TG 11-012","AV MATO GROSSO,11","MATO GROSSO","Iporá","GO","76200000"
"Tiro de Guerra de Irece","TG 06-027","PRACA CLERISTON ANDRADE S/N","CENTRO","Irecê","BA","44900000"
"Tiro de Guerra de Itabuna","TG 06-007","RUA B - QUADRA 6 - LT 8","JARDIM GRAPIÚNA","Itabuna","BA","45600767"
"Tiro de Guerra de Itamaraju","TG 06-025","RUA SÃO JOÃO S/N","VÁRZEA  ALEGRE","Itamaraju","BA","45836000"
"Tiro de Guerra de Itaperuna","TG 01-008","R MANUEL CUSTODIO 344","AEROPORTO","Itaperuna","RJ","28300000"
"Tiro de Guerra de Itapetinga","TG 06-023","AVENIDA CINQUENTENÁRIO n. 999","Primavera","Itapetinga","BA","45700000"
"Tiro de Guerra de Itapetininga","TG 02-076","RUA JOÃO VIEIRA DE CAMARGO, 106","VILA BARTH","Itapetininga","SP","18200000"
"Tiro de Guerra de Itapeva","TG 02-015","PRAÇA RODRIGUES ALVES, 132","CENTRO","Itapeva","SP","18400000"
"Tiro de Guerra de Itapipoca","TG 10-015","RUA ANASTACIO BRAGA S/N","FAZENDINHA","Itapipoca","CE","62500000"
"Tiro de Guerra de Itápolis","TG 02-016","AV FRANCISCO ANTONIO ABREU S/N","CENTRO","Itapolis","SP","14900000"
"Tiro de Guerra de Itarare","TG 02-017","R PEDRO DE ALENCAR, 388","CENTRO","Itararé","SP","18460000"
"Tiro de Guerra de Itatiba","TG 02-070","AV ANTONIO DE CAMARGO, 430","JARDIM DE LUCCA","Itatiba","SP","13250000"
"Tiro de Guerra de Itauna","TG 04-009","RUA MARIA LIMA COUTINHO, 140","DAS GRACAS","Itauna","MG","35680340"
"Tiro de Guerra de Ituiutaba","TG 11-002","AV 09, 728","CENTRO","Ituiutaba","MG","38300000"
"Tiro de Guerra de Ituverava","TG 02-058","RUA MAJ DOMINGOS RIBEIRO DOS SANTOS, 10","LARGO DO ROSARIO","Ituverava","SP","14500000"
"Tiro de Guerra de Jaboticabal","TG 02-018","AV MAL DEODORO, 998","CENTRO","Jaboticabal","SP","14870000"
"Tiro de Guerra de Jacarei","TG 02-051","AV SIQUEIRA CAMPOS, 1338","CENTRO","Jacareí","SP","12300000"
"Tiro de Guerra de Jacarezinho","TG 05-007","AL PADRE MAGNO, 493","CENTRO","Jacarezinho","PR","86400000"
"Tiro de Guerra de Jacobina","TG 06-008","RUA PRESIDENTE KENNEDY, 96","CENTRO","Jacobina","BA","44700000"
"Tiro de Guerra de Januária","TG 04-036","PRAÇA DOS PESCADORES S/N","CENTRO","Januária","MG","39480000"
"Tiro de Guerra de Jaú","TG 02-019","PRAÇA CENTENÁRIO, 434","CENTRO","Jaú","SP","17201250"
"Tiro de Guerra de Jequié","TG 06-009","PRAÇA TRINTA E UM DE MARÇO S/N","CAMPO DO AMÉRICA","Jequié","BA","45204020"
"Tiro de Guerra de Jequitinhonha","TG 04-041","RUA BENTO V, 266","VATICANO","Jequitinhonha","MG","39960000"
"Tiro de Guerra de Joaçaba","TG 05-008","RUA LUIZ SPECHT, 270","CENTRO","Joaçaba","SC","89600000"
"Tiro de Guerra de Juara","TG 09-005","AV. ANTARES, S/N","JARDIM CRUZEIRO DO SUL","Juara","MT","78575000"
"Tiro de Guerra de Juazeiro do Norte","TG 10-005","RUA 31 DE MARÇO, S/N","TRIÂNGULO","Juazeiro do Norte","CE","63040830"
"Tiro de Guerra de Labrea","TG 12-006","AV TAPAJOS, 5187","CENTRO","Labrea","AM","78996000"
"Tiro de Guerra de Lagarto","TG 06-015","AV GOVERNADOR AUGUSTO FRANCO S/N","ALDEMAR DE CARVALHO","Lagarto","SE","49400000"
"Tiro de Guerra de Lavras","TG 04-031","AV PADRE DEHON, 205","CENTENÁRIO","Lavras","MG","37200000"
"Tiro de Guerra de Leme","TG 02-074","RUA ISACO FIOCCO, 165","VILA JOEST","Leme","SP","13610000"
"Tiro de Guerra de Limeira","TG 02-020","R MAJ ANTONIO M CAMPOS, 29","JARDIM PIRATININGA","Limeira","SP","13484315"
"Tiro de Guerra de Limoeiro","TG 07-016","RUA CAPITAO VILARIM S/N","PONTO CERTO","Limoeiro","PE","55700000"
"Tiro de Guerra de Limoeiro do Norte","TG 10-006","RUA CEL JOSE NUNES S/N","C POPULARES","Limoeiro do Norte","CE","62930000"
"Tiro de Guerra de Linhares","TG 01-017","AV JOSÉ ANTÔNIO PALMEIRA DA SILVA, 187","TRÊS BARRAS","Linhares","ES","29900000"
"Tiro de Guerra de Loanda","TG 05-017","RUA ARAGUAIA, 134","CENTRO","Loanda","PR","87900000"
"Tiro de Guerra de Londrina","TG 05-003","AV SALGADO FILHO, 1334","SAN FERNANDO","Londrina","PR","86040000"
"Tiro de Guerra de Macarani","TG 06-030","RUA EUJÁCIO BRITO S/N","JARDIM GUAJARÁ","Macarani","BA","45760000"
"Tiro de Guerra de Manicore","TG 12-002",,,"Manicoré","AM","69280000"
"Tiro de Guerra de Marília","TG 02-059","RUA DEZESSEIS DE SETEMBRO, 270","PROL PALMITAL","Marília","SP","17510240"
"Tiro de Guerra de Maringá","TG 05-009","AV MANDACARU, 730","VILA SANTA ISABEL","Maringá","PR","87080000"
"Tiro De Guerra De Matozinhos","TG 04-043",,,"Matozinhos","MG",
"Tiro de Guerra de Maues","TG 12-003","RUA CÉSAR PEREZ S/N","CEL NEGREIROS","Maués","AM","69190000"
"Tiro de Guerra de Medianeira","TG 05-018","RUA AMAZONAS, 2851","SÃO CRISTOVÃO","Medianeira","PR","85884000"
"Tiro de Guerra de Miracema","TG 01-009","R IRINEU SODRE, 149","CENTRO","Miracema","RJ","28460000"
"Tiro de Guerra de Miracema do Tocantins","TG 11-008","AV TOCANTINS, 144","CENTRO","Miracema do Tocantins","TO","77650000"
"Tiro de Guerra de Mirassol","TG 02-021","R PRUDENTE DE MORAES, 2350","CENTRO","Mirassol","SP","15130000"
"Tiro de Guerra de Mococa","TG 02-022","RUA BR MONTE SANTO, 460","APARECIDA","Mococa","SP","13730000"
"Tiro de Guerra de Mogi das Cruzes","TG 02-052","AV FRANC RODRIGUES FILHO, 1000","MOGILAR","Mogi das Cruzes","SP","08773380"
"Tiro de Guerra de Mogi-Guaçú","TG 02-086","AV PRESIDENTE TANCREDO NEVES, 92","JARDIM NOSSA S. DAS GRAÇAS","Mogi Guaçu","SP","13840000"
"Tiro de Guerra de Mogi-Mirim","TG 02-023","RUA ARIOVALDO SILVEIRA FRANCO 800","MIRANTE","Mogi-Mirim","SP","13801005"
"Tiro de Guerra de Mossoró","TG 07-010","RUA JOSE OTAVIO S/N","CENTRO","Mossoró","RN","59603010"
"Tiro de Guerra de Mucajai","TG 12-013",,,"Mucajai","RR","69340000"
"Tiro de Guerra de Muriaé","TG 04-016","PRAÇA 1 DE MAIO S/N","CENTRO","Muriaé","MG","36880000"
"Tiro de Guerra de Muritiba","TG 06-019","RUA JOÃO CÂNCIO RIBEIRO, 70","NOSSA SENHORA DE SANTANA","Muritiba","BA","44340000"
"Tiro de Guerra de Nanuque","TG 04-035","R CARLOS GOMES S/N","VILA NOVA","Nanuque","MG","39860000"
"Tiro de Guerra de Nazare","TG 06-020","PRAÇA NARCISO PITANGA, 07","CENTRO","Nazaré","BA","44400000"
"Tiro de Guerra de Nazaré da Mata","TG 07-017","RUA PROF. AMERICO P. BRANDAO S/N","CENTRO","Nazare da Mata","PE","55800000"
"Tiro de Guerra de Nova Esperança","TG 05-016","RUA BARÃO DE ANTONINA, 105","CENTRO","Nova Esperança","PR","87600000"
"Tiro de Guerra de Nova Friburgo","TG 01-010","PRAÇA DOS SUSPIROS, 50","CENTRO","Nova Friburgo","RJ","28625490"
"Tiro de Guerra de Novo Aripuanã","TG 12-015","RUA DOS ESTUDANTES, 981","CENTRO","Novo Aripuana","AM","15170000"
"Tiro de Guerra de Olímpia","TG 02-025","RUA DOMINGOS SGORLON, 78","JARDIM TOLEDO","Olímpia","SP","15400000"
"Tiro de Guerra de Oswaldo Cruz","TG 02-089","RUA PAULINO ORLANDI, 75-A","VILA SÃO JOSÉ","Oswaldo Cruz","SP","17700000"
"Tiro de Guerra de Ourinhos","TG 02-026","AV DOS EXPEDICIONARIOS, 1585","VILA MATILDE","Ourinhos","SP","19900000"
"Tiro de Guerra de Palmeira dos Índios","TG 07-007","RUA LUIZ PINTO DE ANDRADE, 39","CENTRO","Palmeira dos Índios","AL","57600200"
"Tiro de Guerra de Paraguaçu Paulista","TG 02-049","RUA DOZE DE MARÇO S/N","CENTRO","Paraguaçu Paulista","SP","19700000"
"Tiro de Guerra de Paranavaí","TG 05-010","AV MARTIN LUTHER KING, 3670","VILA OPERÁRIA","Paranavaí","PR","87701970"
"Tiro de Guerra de Parnaíba","TG 10-012","AV SÃO SEBASTIÃO, 2439","FÁTIMA","Parnaíba","PI","64200000"
"Tiro de Guerra de Passos","TG 04-014","RUA DOS ENGENHEIROS, 530","BELO HORIZONTE","Passos","MG","37900020"
"Tiro de Guerra de Patos","TG 07-002","RUA SGT EVERALDO, 611","BELO HORIZONTE","Patos","PB","58704400"
"Tiro de Guerra de Patos de Minas","TG 04-013","RUA VEREADOR JOÃO PACHECO, 260","SANTO ANTONIO","Patos de Minas","MG","38700000"
"Tiro de Guerra de Patrocínio","TG 04-020","AV PRESIDENTE VARGAS, 2250","CENTRO","Patrocínio","MG","38740000"
"Tiro de Guerra de Pederneiras","TG 02-060","RUA PROF ANTONIO VOLPONI, 0-11","VILA SCHIAVON","Pederneiras","SP","17280000"
"Tiro de Guerra de Pedreiras","TG 08-008","RUA DA PRAINHA S/N","PRAINHA","Pedreiras","MA","65725000"
"Tiro de Guerra de Pedro Afonso","TG 11-004","RUA BARÃO DO RIO BRANCO, 489","CENTRO","Pedro Afonso","TO","77600000"
"Tiro de Guerra de Penápolis","TG 02-027","RUA PREFEITO DR ÊNIO SOLIANE, 743","CENTRO","Penápolis","SP","16300000"
"Tiro de Guerra de Penedo","TG 07-008","PRAÇA MAL DEODORO, 23","CENTRO","Penedo","AL","57200000"
"Tiro de Guerra de Peruíbe","TG 02-090",,,"Peruibe","SP",
"Tiro de Guerra de Pesqueira","TG 07-006","RUA CARDEAL ARCOVERDE S/N","CENTRO","Pesqueira","PE","55200000"
"Tiro de Guerra de Pimenta Bueno","TG 12-009",,,"Pimenta Bueno","RO","78984000"
"Tiro de Guerra de Piracicaba","TG 02-028","RUA ANHANGUERA, 362","MORUMBI","Piracicaba","SP","13420350"
"Tiro de Guerra de Pirajuá","TG 02-029","RUA MAJ NOGUEIRA DE SÁ, 448","CENTRO","Pirajuí","SP","16600000"
"Tiro de Guerra de Piripiri","TG 10-021","AV PRESIDENTE CASTELO BRANCO","PETECAS","Piripiri","PI","64260000"
"Tiro de Guerra de Poções","TG 06-011","RUA TRAVESSA SATURNINO MACEDO, 41","CENTRO","Poções","BA","45260000"
"Tiro de Guerra de Poços de Caldas","TG 04-021","RUA PEDRO LINGUANOTO, 95","CENTRO","Poços de Caldas","MG","37701067"
"Tiro de Guerra de Pombal","TG 07-021","RUA SANTO ANTONIO, S/N","PEREIROS","Pombal","PB","58840000"
"Tiro de Guerra de Porangatu","TG 11-007","AV ADELINO A. AZEVEDO, 20","CENTRO","Porangatu","GO","77440000"
"Tiro de Guerra de Porciúncula","TG 01-014","R DEP LUIZ F. LINHARES S/N","CENTRO","Porciuncula","RJ","28390000"
"Tiro de Guerra de Porto Nacional","TG 11-005","RUA DEOCLECIANO A. DA SILVA, 1531","AEROPORTO","Porto Nacional","TO","77500000"
"Tiro de Guerra de Presidente Prudente","TG 02-063","R JOSE BONGIOVANI, 630","CIDADE UNIVERSITÁRIA","Presidente Prudente","SP","19050680"
"Tiro de Guerra de Presidente Venceslau","TG 02-064","RUA FELIPE SANTOS, 203","CENTRO","Presidente Venceslau","SP","19400000"
"Tiro de Guerra de Promissão","TG 02-050","AVENIDA SILVIO GASPARIN S/N","BEIRA RIO","Promissão","SP","16370000"
"Tiro de Guerra de Própria","TG 06-016",,,"Propriá","SE",
"Tiro de Guerra de Quixadá","TG 10-016","PRAÇA DO ATIRADOR","CAMPO NOVO","Quixada","CE","63900000"
"Tiro de Guerra de Quixeramobim","TG 10-020","NÃO INFORMADO","CENTRO","Quixeramobim","CE","63800000"
"Tiro de Guerra de Ribeirão Claro","TG 05-014","RUA OSVALDO AMARAL DE OLIVEIRA, 555","CENTRO","Ribeirão do Pinhal","PR","86410000"
"Tiro de Guerra de Ribeirão Preto","TG 02-031","R ARGENTINA,  1653","VILA ELISA","Ribeirão Preto","SP","14075470"
"Tiro de Guerra de Rio Claro","TG 02-032","AV 23, 1289","BAIRRO DO ESTADO","Rio Claro","SP","13500000"
"Tiro de Guerra de Rio Tinto","TG 07-001","RUA ASP MENA BARRETO,  67","CENTRO","Rio Tinto","PB","58297000"
"Tiro de Guerra de Rio Verde","TG 11-006","RUA PRES KENNEDY S/N","CENTRO","Rio Verde","GO","75901370"
"Tiro de Guerra de Russas","TG 10-010","AV GOVERNADOR RAUL BARBOSA, S/N","ALTO DA BOA VISTA","Russas","CE","62900000"
"Tiro de Guerra de Santa Cruz do Rio Pardo","TG 02-055","RUA DUQUE DE CAXIAS, 65","SÃO JOSÉ","Santa Cruz do Rio Pardo","SP","18900000"
"Tiro de Guerra de Santa Rita de Passa Quatro","TG 02-077","RUA JOSÉ RODRIGUES PALHARES, 183","SÃO SEBASTIÃO","Santa Rita do Passa Quatro","SP","13670000"
"Tiro de Guerra de Santa Rita de Sapucaí","TG 04-040","RUA OSWALDO CAMPOS DO AMARAL,  620","JUQUITA","Santa Rita de Sapucaí","MG","37540000"
"Tiro de Guerra de Santo André","TG 02-072","RUA SILVEIRAS, 285","JARDIM CAMPESTRE","Santo André","SP","09071100"
"Tiro de Guerra de Santo Antônio da Platina","TG 05-004","RUA CEL CAPUCHO, 1004","CENTRO","Santo Antônio da Platina","PR","86430000"
"Tiro de Guerra de Santo Antônio de Jesus","TG 06-003","RUA TC BANDEIRA DE MELO S/N","BARRIQUINHA","Santo Antônio de Jesus","BA","44574015"
"Tiro de Guerra de Santo Antônio de Pádua","TG 01-002","R AMILCAR PERLINGEIRO, S/N","TAVARES","Santo Antônio de Pádua","RJ","28470000"
"Tiro de Guerra de São Bernardo do Campo","TG 02-078","AV CONDE DE SAO LOURENCO, 271","JARDIM SILVINA","São Bernardo do Campo","SP","09791260"
"Tiro de Guerra de São Caetano do Sul","TG 02-069","AV FERNANDO SIMONSEN, 160","CERÂMICA","São Caetano do Sul","SP","09540230"
"Tiro de Guerra de São Carlos","TG 02-035","RUA TIRADENTES, 592","CENTRO","São Carlos","SP","13560430"
"Tiro de Guerra de São Fidélis","TG 01-003","RUA CAPITÃO EDUARDO RAPOSO, 141","BARÃO DE MACAÉ","Pureza (São Fidélis)","RJ","28400000"
"Tiro de Guerra de São Gabriel da Palha","TG 01-015","RUA SÃO GERALDO, 22","STA TEREZINHA","São Gabriel da Palha","ES","29780000"
"Tiro de Guerra de São João da Baliza","TG 12-016","RUA CARLOS DE CAMPOS","CENTRO","São João da Baliza","RR","19970000"
"Tiro de Guerra de São João da Boa Vista","TG 02-036","AV RODRIGUES ALVES S/N","ROSÁRIO","São João da Boa Vista","SP","13870000"
"Tiro de Guerra de São João Nepomuceno","TG 04-023","AV CARLOS ALVES,  542","CIDADE NOVA","São João Nepomuceno","MG","36680000"
"Tiro de Guerra de São Joaquim da Barra","TG 02-065","RUA SÃO PAULO, 2125","CENTRO","São Joaquim da Barra","SP","14600000"
"Tiro de Guerra de São José da Laje","TG 07-009","RUA VEREADOR JOAO FERREIRA S/N","CENTRO","São José da Lage","AL","57860010"
"Tiro de Guerra de São José do Rio Pardo","TG 02-038","RUA DONA JOANA LASBINO, 303","VILA FORMOSA","São José do Rio Pardo","SP","13720000"
"Tiro de Guerra de São José do Rio Preto","TG 02-033","RUA BAIT CHALELA, 1225","VILA MILITAR","São José do Rio Preto","SP","15054440"
"Tiro de Guerra de São José dos Campos","TG 02-037","RUA SAIGIRO NAKAMURA,  500","VILA INDUSTRIAL","São José dos Campos","SP","12220280"
"Tiro de Guerra de São Lourenço","TG 04-024","RUA MADAME SCHIMIDT, 58","FEDERAL","São Lourenço","MG","37470000"
"Tiro de Guerra de São Manoel","TG 02-039","R EPITACIO PESSOA, 922","CENTRO","São Manuel","SP","18650000"
"Tiro de Guerra de São Pedro","TG 02-091",,,"São Pedro","SP",
"Tiro de Guerra de São Sebastião do Paraíso","TG 04-025","RUA ANTONIO COSTA S/N","NOSSA SENHORA DA APARECIDA","São Sebastião do Paraíso","MG","37950000"
"Tiro de Guerra de Serra Talhada","TG 07-018","RUA IRNERO IGNACIO, 108","CENTRO","Serra Talhada","PE","56900000"
"Tiro de Guerra de Serrinha","TG 06-014","RUA CAMPOS FILHO, 449","CENTRO","Serrinha","BA","48700000"
"Tiro de Guerra de Sinop","TG 09-002","RUA JEQUITIBAS, 1454","JARDIM PALMEIRAS","Sinop","MT","78550000"
